,0,1,2,3,4
0,3907,151,"['Hung, the professor at Hong Kong University, said he was confident that frontline medical workers are now equipped with better protective gear than those produced 17 years ago during the SARS epidemic.']",['Hung'],University of Hong Kong
0,3912,156,"['I think my hair stood up on my head,"" said David Fisman, a professor of epidemiology at the University of Toronto, who has spent a lot of time modeling the current coronavirus epidemic.']",['David Fisman'],University of Toronto
0,3914,158,"['Ivan Hung, chief of the Infectious Diseases Division at Hong Kong University, said those masks alone are ""definitely inadequate"" in fending off the virus.']",['Ivan Hung'],University of Hong Kong
0,3915,159,"['For coming up with a tally of infected health care workers on novel coronavirus, Hung, the professor at Hong Kong University, said it might be too difficult for authorities right now.']",['Hung'],University of Hong Kong
0,3926,172,"['""I think there\'s extremely low risk of getting novel coronavirus on a cruise ship,"" said Dr. John Lynch, who has specialties in infectious disease and travel medicine at University of Washington School of Medicine.']",['John Lynch'],University of Washington
0,3937,191,"['Keeping everyone on board is potentially endangering the crew, said Eric Rubin, professor of immunology at Harvard University.']",['Eric Rubin'],Harvard University
0,3958,212,"['“Both are important, but it is important for us to make sure that we get the appropriate reform to the multilateral while delivering the best assistance that we possibly can on the ground, and that’s often through bilateral.”\n\nDeputy Secretary of State Steve Biegun claimed that the budget bolsters “country capacity to prevent, detect and respond to outbreaks and to prevent epidemics from reaching our borders.”\n\n“It also allows us to provide the necessary flexibility to respond to emerging global health threats such as the novel coronavirus and Ebola,” he said at the State Department.']",['Steve Biegun'],Pennsylvania State University
0,3995,262,"['You\'re more likely to have people try and go about travel in less direct ways, which would then totally negate the purpose of that,"" says Saskia Popescu, an epidemiologist in Arizona and global health security researcher at George Mason University.']",['Saskia Popescu'],George Mason University
0,3999,266,"[""The country has not publicly acknowledged any confirmed coronavirus patients, but Nam Sung-wook, a professor at Korea University who previously served as the head of South Korea's National Intelligence Service (NIS), said it's very possible someone inside North Korea -- a country of 25 million people -- has been infected.""]",['Nam Sung-wook'],Korea University
0,4006,284,"[""Pyongyang has not publicly acknowledged any confirmed coronavirus patients, but Nam Sung-wook, a professor at Korea University who previously served as the head of South Korea's National Intelligence Service (NIS), said it's very possible someone inside North Korea -- a country of 25 million people -- has been infected.""]",['Nam Sung-wook'],Korea University
0,4009,287,"['""The Red Cross in China is not just the Red Cross -- it\'s a quasi-government organization,"" said Dali Yang, a political scientist at the University of Chicago.']",['Dali Yang'],University of Chicago
0,4012,290,"['A short time later, Wuhan Central Hospital released a statement saying Li was still alive and in critical condition, adding that they were “making attempts to resuscitate him.” State media subsequently deleted their previous tweets.']",['Li'],Pennsylvania State University
0,4020,301,"['""Outbreaks of respiratory transmitted infections, especially Norovirus and influenza, occur quite often on cruise ships,"" Paul Hunter, professor in Medicine at the UK\'s University of East Anglia, said in statement.']",['Paul Hunter'],University of East Anglia
0,4022,304,"['John Nicholls, clinical professor of pathology at the University of Hong Kong (HKU), said the SARS outbreak was brought to an end in July 2003 by good hygiene practices -- such as frequent hand-washing -- and environmental factors such as high temperature and humidity in the summer months.']",['John Nicholls'],University of Hong Kong
0,4042,329,"['""This is very, very important, and I think the CDC recognizes that,"" said Schaffner, an infectious disease specialist at Vanderbilt University Medical Center.']",['Schaffner'],Vanderbilt University
0,4050,337,"['What federal quarantine entails exactly can depend on the circumstances, said James Hodge, director at the Center for Public Health Law and Policy at Arizona State University.']",['James Hodge'],Arizona State University
0,4052,339,"[""Hackett said that he is pleased with the progress that Ford is making on the restructuring, even if the company's 2019 results ended up short of expectations.""]",['Hackett'],University of Oxford
0,4053,340,"['""We made great strategic progress this past year with a fundamental redesign of Ford that is setting us up to compete and win in this emerging era of smart vehicles"" said Hackett.']",['Hackett'],University of Oxford
0,4055,342,"['""The virus has traveled across multiple continents, but these instances of long-range travel seem to have only resulted in very focal outbreaks,"" Paul Digard, chair of virology of The Roslin Institute at University of Edinburgh, said in an email.']",['Paul Digard'],University of Edinburgh
0,4057,344,"['On Monday, Secretary of State Mike Pompeo said there were plans for more repatriation flights from Hubei province, where Wuhan is located.']",['Mike Pompeo'],Pennsylvania State University
0,4099,403,"['Emory\'s Rollins School of Public Health professor Dr. Carlos del Rio says ""the impact on the global economy could be significant.""']",['Carlos del Rio'],Emory University
0,4128,444,"['Today we will inform everyone accordingly about the relevant measures to close the border in the Far Eastern region and other measures that have been taken by the government,"" Mishustin said, RIA reports.']",['Mishustin'],Imperial College London
0,4135,452,"['The flu can be fatal\n\nDr. Nathan Chomilo, an adjunct assistant professor of pediatrics at University of Minnesota Medical School, said that the commonness of the flu often underplays its severity, but people should take it seriously.']",['Nathan Chomilo'],University of Minnesota
0,4137,454,"[""That year's flu vaccine is mostly effective in protecting patients in spite of these small changes, said Melissa Nolan, an assistant professor at the University of South Carolina's School of Public Health.""]",['Melissa Nolan'],University of South Carolina
0,4167,495,"[""Influenza is a bigger threat to global public health than coronavirus right now, says Dr. William Schaffner, a professor of medicine in Vanderbilt University's division of infectious diseases.""]",['William Schaffner'],Vanderbilt University
0,4168,496,"['In this era of global travel, you can never say the risk is zero of being exposed to something, says Dr. Yoko Furuya, associate professor of medicine in the division of infectious diseases at Columbia University Irving Medical Center.']",['Yoko Furuya'],Columbia University
0,4172,504,"['The fact this new coronavirus has been linked to bats ""comes as no surprise to virologists working on bat-borne viruses,"" said Dr Stathis Giotis, a virologist at the Department of Infectious Disease at Imperial College in London.']",['Stathis Giotis'],Imperial College London
0,4175,511,"['This is as swift as any other developed country would have been able to identify it, said Ian Lipkin, a professor of epidemiology at Columbia University who worked to contain SARS back in 2003.']",['Ian Lipkin'],Columbia University
0,4177,513,"['""With SARS and Zika, we quarantined individuals, but not a whole airplane,"" said Schaffner, an infectious disease expert at Vanderbilt University Medical Center.']",['Schaffner'],Vanderbilt University
0,4179,515,"['Dr. Paul Offit, a pediatric infectious disease expert at the Perelman School of Medicine at the University of Pennsylvania, said that when someone on an airplane is found to have influenza, fellow passengers are not quarantined.']",['Paul Offit'],University of Pennsylvania
0,4180,516,"[""This is where Wuhan coronavirus cases have been confirmed worldwide Lauren Gardner, director of the Center for Systems Science and Engineering and a civil engineering professor at Johns Hopkins, said the map isn't just a resource for the public -- health officials can download the data, which will inform research on the coronavirus in the future.""]",['Lauren Gardner'],Johns Hopkins University
0,4186,522,"['""We value freedom in the US and we tend to restrict people only when really necessary,"" said Schaffner, an infectious disease expert at Vanderbilt University Medical Center.']",['Schaffner'],Vanderbilt University
0,4187,523,"['Dr. Paul Offit, a pediatric infectious disease expert at the Perelman School of Medicine at the University of Pennsylvania, said that when someone on a plane is found to have influenza, fellow passengers are not quarantined.']",['Paul Offit'],University of Pennsylvania
0,4208,548,"['Lawrence Gostin, a professor of global health law at Georgetown University and director of the World Health Organization\'s Center on Global Health Law, said the move was ""unprecedented,"" and, he thought, ""very unwise.""']",['Lawrence Gostin'],Georgetown University
0,4209,549,"['Quarantines ""are often very economically and financially costly,"" said Alexandre White, an assistant professor of sociology and the history of medicine at Johns Hopkins University.']",['Alexandre White'],Johns Hopkins University
0,4218,565,"['""It means the infection is much more contagious than we originally thought,"" said Schaffner, an infectious disease specialist at Vanderbilt University Medical Center.']",['Schaffner'],Vanderbilt University
0,4220,567,"['""I seriously doubt that the Chinese public officials have any data supporting this statement,"" said Michael Osterholm, director of the Center for Infectious Disease Research and Policy at the University of Minnesota.']",['Michael Osterholm'],University of Minnesota
0,4221,568,"['""My gut says we\'re going to be able to contain this real quick -- we\'re going to be able to put a moat around this fire,"" said Offit, a pediatric infectious disease expert at the Perelman School of Medicine at the University of Pennsylvania.']",['Offit'],University of Pennsylvania
0,4222,569,"['“It is quite easy to get fixed on a particular\xa0number but such predicted numbers will vary considerably at this early stage in an epidemic,” \xa0Mike Turner, Director of Science, The Wellcome Trust, said in a statement.']",['Mike Turner'],London School of Economics and Political Science
0,4224,574,"['At that time, we had no idea what caused the pandemic,"" said Ivan Hung, a specialist in infectious disease at Hong Kong University.']",['Ivan Hung'],University of Hong Kong
0,4239,595,"[""It's not a big concern for US travelers traveling domestically, says Dr. William Schaffner, a professor of medicine in Vanderbilt University's division of infectious diseases.""]",['William Schaffner'],Vanderbilt University
0,4245,601,"[""Though the Wuhan coronavirus has a lower fatality rate than MERS and SARS, it's still a significant concern globally, said Neil Ferguson, professor of mathematical biology at Imperial College London.""]",['Neil Ferguson'],Imperial College London
0,4252,611,"['The presence of a super spreader in Wuhan indicates that the virus can spread with some ease, said Michael Osterholm, an epidemiologist and professor at the University of Minnesota School of Public Health.']",['Michael Osterholm'],University of Minnesota
0,4265,628,"['""What we know is it causes pneumonia and then doesn\'t respond to antibiotic treatment, which is not surprising, but then in terms of mortality, SARS kills 10% of the individuals,"" Poon, a virologist at the School of Public Health at The University of Hong Kong, said.']",['Poon'],University of Hong Kong
0,4267,632,"['Imperial College London\'s Neil Ferguson, a disease outbreak scientist, said that many aspects of the Wuhan coronavirus were ""highly uncertain.""']",['Neil Ferguson'],Imperial College London
0,4268,633,"['Professor Leo Poon, a virologist at Hong Kong University and SARS expert, said coronaviruses can be found in many animals, including pigs, cattle, dogs, cats, bats and birds.']",['Leo Poon'],University of Hong Kong
0,4270,638,"['Professor Leo Poon, a virologist at Hong Kong University and a SARS expert, said the severity of the situation to come depends on whether the pneumonia in Wuhan can be transmitted among humans.']",['Leo Poon'],University of Hong Kong
0,4271,639,"['Hui, from Chinese University, said the possibility of human-to-human transmission cannot be ruled out.']",['Hui'],Chinese University of Hong Kong
0,4300,669,"['That kind of experimentation can be good, but is also meant there were a lot of mistakes made,"" said Sam Greene, director of the Russia Institute at King\'s College London.']",['Sam Greene'],King’s College London
0,4324,704,"['State Superintendent Joy Hofmeister said she does not expect any schools to use the option of Saturday school as a first resort, but she believes local school boards and district administrators need as much flexibility as possible in creating school calendars with provisions for possible COVID-19 closures and to provide special accommodations for students needing extra help or with extraordinary health concerns.']",['Joy Hofmeister'],Pennsylvania State University
0,4339,727,"['And that patient gave the federal government a perfect opportunity to stop further imports, evolutionary biologist Michael Worobey of the University of Arizona and colleagues said.']",['Michael Worobey'],University of Arizona
0,4341,729,"['But opposition leaders and international observers strongly opposed this plan, saying the reforms were being pushed through too hastily—and that such an election, especially under a government that has been criticized for its approach to democracy and the rule of law , amounted to a power grab by PiS and its incumbent president, Andrzej Duda.']",['Andrzej Duda'],University of Pisa
0,4347,736,"['""I cannot think of an example of a large number of US farms going out of business due to closing the border -- mostly because there are so few times when the border has been closed,"" said Philip Martin, a University of California, Davis professor emeritus of agricultural and resource economics and an expert on rural migration.']",['Philip Martin'],"University of California, Davis"
0,4352,741,"['At the first stage of WTO disputes, disputes are heard by three-member panels of trade experts who are agreed to by the two countries involved ""and do not come from the US or any other country involved in the dispute (barring special exceptions),"" Jeffrey Kucik, a University of Arizona professor of political science and law, who has studied the WTO, said in an email.']",['Jeffrey Kucik'],University of Arizona
0,4365,754,"['""We can funnel some emotions into others,"" Parker said, who lectures on close relationships at Harvard University.']",['Parker'],Harvard University
0,4394,791,"['Professor Trish Greenhalgh of University of Oxford mirrored her response, saying that the practice of wearing masks at home is ""perhaps the most interesting as it\'s something that few people currently do in their own homes, especially when not symptomatic.""']",['Trish Greenhalgh'],University of Oxford
0,4395,792,['Dr. Antonio Lazzarino at the University College London said that the study itself is not enough to make any official recommendations of any kind.'],['Antonio Lazzarino'],University College London
0,4437,844,"['""During these difficult times, the need to find some way to escape and recharge is perhaps even more important than it had been in years past,"" says Dr. Daniel Griffin, an infectious disease specialist at Columbia University Medical Center.']",['Daniel Griffin'],Columbia University
0,4463,870,"['But the State acknowledges that election officials have no responsibility to question or investigate a ballot application that is valid on its face,"" the opinion delivered by Chief Justice Nathan Hecht said.']",['Nathan Hecht'],Pennsylvania State University
0,4464,873,"['Dr. William Schaffner, a professor in the Infectious Diseases Division at the Vanderbilt University Medical Center, said he is in “deep mourning” as the US reached the deadly milestone of 100,000 Covid-19 deaths Wednesday.']",['William Schaffner'],Vanderbilt University
0,4479,892,"['The three suspensions of work at Ford plants show that resuming production at auto plants will not be a smooth operation, said David Leggett, automotive analyst with GlobalData.']",['David Leggett'],University of Oxford
0,4493,908,"[""Washington (CNN) Secretary of State Mike Pompeo said he certified to Congress Wednesday that Hong Kong no longer enjoys a high degree of autonomy from China -- a decision that could result in the loss of Hong Kong's special trading status with the US and threaten its standing as an international financial hub.""]",['Mike Pompeo'],Pennsylvania State University
0,4512,928,"[""But in New York City, an epicenter for coronavirus infections in the US, Mayor Bill de Blasio said indicators remain mixed According to Johns Hopkins University's tally of cases in the US, New York state has confirmed more than 363,000 coronavirus cases and more than 29,000 coronavirus deaths.""]",['Bill de Blasio'],Johns Hopkins University
0,4521,937,"['""You certainly don\'t want it to be something that gets activated accidentally so it is a complicated enough cycle that you\'d have to be paying attention to what you\'re doing to, to get it to start,"" said Bill Gubing, Ford\'s director of passenger vehicles and SUVs.']",['Bill Gubing'],University of Oxford
0,4543,960,"['Dr. William Schaffner, an infectious disease expert at Vanderbilt University Medical Center, said he ""sat straight up"" when he heard one of the Oxford scientists talk about how well their vaccine is progressing.']",['William Schaffner'],Vanderbilt University
0,4545,962,"['""At this point, the Oxford researchers have no idea whether they have something or not,"" Offit said.']",['Offit'],University of Oxford
0,4546,963,"['""We\'re going to be first to finish,"" said Dr. Adrian Hill, one of the lead Oxford researchers.']",['Adrian Hill'],University of Oxford
0,4547,964,"['""I\'ve not seen anyone wrap up a Phase 3 trial in a month to six weeks,"" said Dr. Saad Omer, a Yale University infectious disease expert who\'s done clinical trials on polio, pertussis and influenza vaccines.']",['Saad Omer'],Yale University
0,4555,972,"['US Secretary of State Mike Pompeo said the proposed anti-sedition bill would ""inevitably impact our assessment,"" and other lawmakers have suggested imposing sanctions against Beijing and Hong Kong officials responsible for the move.']",['Mike Pompeo'],Pennsylvania State University
0,4563,980,"['These enrollment periods have attracted some consumers, though many of the newly unemployed may be initially more concerned about paying for housing and food, said Sabrina Corlette, co-director of the Center on Health Insurance Reforms at Georgetown University.']",['Sabrina Corlette'],Georgetown University
0,4574,991,"['""As a six-foot-three black man, it\'s possible that I haven\'t gone a day in the last ten years without someone showing fear in my presence,"" says Shayne Lee, a professor of sociology at the University of Houston.']",['Shayne Lee'],University of Houston
0,4575,992,"['Living with this fear as a black man\n\nLee, the University of Houston professor and author of ""Tyler Perry\'s America: Inside His Films,"" says he\'s learned how to live with what he calls the ""fearful gaze.""']",['Lee'],University of Houston
0,4582,1000,"['They often are not, says Mike Osterholm, head of the Center for Infectious Disease Research and Policy (CIDRAP) at the University of Minnesota.']",['Mike Osterholm'],University of Minnesota
0,4597,1015,"['Trump has ignited controversy by not wearing masks, including at a Ford factory tour in Michigan last week, saying he\'d worn one during a private portion of the visit but took it off for the tour because he ""didn\'t want to give the press the pleasure of seeing it,"" and earlier this month during a trip to a Honeywell factory in Arizona that is manufacturing masks.']",['Trump'],University of Oxford
0,4617,1046,"[""Dr. Carlos Del Rio, a professor of epidemiology at Emory's Rollins School of Public Health, said he thought Georgia was doing OK but worried about the beginning of an uptick in cases.""]",['Carlos Del Rio'],Emory University
0,4624,1057,"['On a trip to a Ford plant late last week, Trump said that he wore a mask away from reporters and cameras but took it off because he ""didn\'t want to give the press the pleasure of seeing it.""']",['Trump'],University of Oxford
0,4626,1059,"['""It is impossible to stay healthy in these conditions,"" Curbelo said, speaking to his own experience spending three months in ICE detention before the pandemic.']",['Curbelo'],Rice University
0,4650,1088,"['Now a professor in social science at the Hong Kong University of Science and Technology, Sautman says that while the anti-African protests during the late 1980s were about race, they were also a way for Chinese students to express broader anti-government sentiment.']",['Sautman'],Hong Kong University of Science and Technology
0,4655,1096,"[""The government's stimulus package to help millions of Peru's most vulnerable families was a good idea, but its distribution was poorly designed, said Kristian Lopez Vargas, a Peruvian economist and assistant professor at the University of California, Santa Cruz.""]",['Kristian Lopez Vargas'],"University of California, Santa Cruz"
0,4661,1103,"['Secretary of State Brad Raffensperger said his office purchased 35,000 U.S. Food and Drug Administration-authorized non-surgical face masks from Marena Group in Gwinnett County for the election.']",['Brad Raffensperger'],Pennsylvania State University
0,4684,1134,"['""[Older adults] are wondering if their lives are going to end shortly for reasons out of their control,"" said Dr. Linda Fried, dean of the Mailman School of Public Health at Columbia University, in a university publication.']",['Linda Fried'],Columbia University
0,4686,1136,"['""Some people will acknowledge that, yes, they\'ve been feeling sad, but others may describe physical symptoms — fatigue, difficulty sleeping, difficulty concentrating,"" said Julie Lutz, a geropsychologist and postdoctoral fellow at the University of Rochester.']",['Julie Lutz'],University of Rochester
0,4704,1161,"['While the Centers for Disease Control and Prevention has recommended Americans wear a mask or facial covering while in public to limit the spread of coronavirus, President Donald Trump , who has been reluctant to wear a mask since the beginning of the pandemic, refused to wear one before cameras while touring a Ford plant in Michigan on Thursday, saying, ""I didn\'t want to give the press the pleasure of seeing it.""']",['Donald Trump'],University of Oxford
0,4718,1176,"['When it comes to the eventual reopening of salad bars or buffets -- if they come at all -- the challenge will be maintaining social distancing in order to minimize direct person to person spread, said Erin DiCaprio, a virologist who specializes in community food safety at the University of California, Davis.']",['Erin DiCaprio'],"University of California, Davis"
0,4719,1177,"[""No shirt, no shoes, no mask, no service\n\nTrump's resistance to wearing a protective face mask also drew lots of attention this week — and he leaned into it, going so far as to hold out to reporters a mask with the presidential seal on it during a visit to a Ford plant in Michigan on Thursday (he said he had put it on out of sight of cameras) but flouted the plant's mask requirement during a walkthrough, surrounded by company brass with their faces covered.""]",['Trump'],University of Oxford
0,4733,1198,"['""We think about this crisis in very narrow terms, only focusing on the health impacts, but we\'re missing the bigger picture,"" said Julia Smith, a researcher at the Simon Fraser University in Canada.']",['Julia Smith'],Simon Fraser University
0,4748,1214,"['""He has been under indictment for practically the entire period that he\'s been in office, and voters don\'t seem to be bothered by it,"" said Brandon Rottinghaus, a professor of political science at the University of Houston.']",['Brandon Rottinghaus'],University of Houston
0,4767,1236,"['That\'s really the only reason to do that,"" said CNN medical analyst Dr. Celine Gounder, a professor of medicine and infectious diseases at the New York University School of Medicine.']",['Celine Gounder'],New York University
0,4770,1247,"['Ewing, who won an NCAA championship in 1984 as a Georgetown player, said he wanted to thank health care workers and everyone on the front lines of the pandemic.']",['Ewing'],Georgetown University
0,4778,1259,"['""The return of voluntary activity ... shows sensitivity to local, state and regional differences in how Division I campuses are reopening,"" said council Chair M. Grace Calhoun, who is also the athletics director at the University of Pennsylvania.']",['M. Grace Calhoun'],University of Pennsylvania
0,4781,1262,"['""We\'re seeing up to two times as much bot activity as we\'d predicted based on previous natural disasters, crises and elections,"" said Kathleen Carley, a computer science professor at Carnegie Mellon.']",['Kathleen Carley'],Carnegie Mellon University
0,4789,1270,"['""I don\'t want to draw sweeping conclusions from a small study, but this preliminary glimpse into how Covid-19 might cause changes in the placenta carries some pretty significant implications for the health of a pregnancy,"" said Miller, an assistant professor of obstetrics and gynecology at Northwestern University Feinberg School of Medicine.']",['Miller'],Northwestern University
0,4790,1271,"['""There are all sorts of risks in doing additional screening and testing, which can result in unanticipated outcomes,"" said Jamieson, who chairs the department of gynecology and obstetrics at Emory University School of Medicine in Atlanta.']",['Jamieson'],Emory University
0,4800,1282,"['Charles Elson, a corporate governance expert at the University of Delaware, said the Moderna stock sales underscore why he has always believed executives should not sell stock while they are at the company.']",['Charles Elson'],University of Delaware
0,4801,1283,"['Dr. David Boulware , an infectious disease expert with the University of Minnesota who is also studying hydroxychloroquine as a Covid-19 treatment, said the study reinforces that the drug ""probably has no benefit and likely has some increased risk of mortality"" for coronavirus patients.']",['David Boulware'],University of Minnesota
0,4803,1286,"['White House spokesperson Judd Deere said in a statement regarding pushback on the visit, ""The brave men and women who have preserved our freedoms for generations did not stay home and the President will not either as he honors their sacrifice by visiting such a historic landmark in our Nation\'s history.""']",['Judd Deere'],National University of Singapore
0,4807,1290,"['""While our models show that rising temperatures and humidity levels are having an impact on reducing the spread of Covid-19, those hot, humid days of summer are not going to eliminate the threat of virus resurgence,"" said PolicyLab\'s Dr. Gregory Tasian, senior scholar in the Center for Clinical Epidemiology and Biostatistics at the University of Pennsylvania\'s Perelman School of Medicine.']",['Gregory Tasian'],University of Pennsylvania
0,4811,1305,"['And to make that happen, we must be sure we stay at home if we have symptoms; wash your hands often; follow social distancing guidelines, and please wear a mask any time you\'re around other people,"" Saban says in his PSA.']",['Saban'],Uppsala University
0,4815,1312,"['Beijing could respond by blacklisting foreign companies\n\nSecretary of State Mike Pompeo said Friday that Beijing\'s plan would be ""a death knell"" for the autonomy Hong Kong was promised.']",['Mike Pompeo'],Pennsylvania State University
0,4835,1335,"['This is a trend,"" said Silky Shah, executive director of the Detention Watch Network, which is pushing to end immigrant detention in the United States and regularly tracks reports of hunger strikes and other incidents at ICE facilities as part of its advocacy efforts.']",['Silky Shah'],Rice University
0,4839,1339,"['Dr. Allen Keller, an associate professor of medicine at New York University, says hunger strikers he has evaluated share a common sentiment: desperation.']",['Allen Keller'],New York University
0,4840,1340,"['""ICE fully respects the rights of all people to voice their opinion without interference and does not retaliate in any way against peaceful hunger strikers,"" said Bennett, the ICE spokeswoman.']",['Bennett'],Rice University
0,4841,1341,"['""The detainees who were involved have been moved out of the ICE facility and are now housed in single cells while we repair the damage they caused in the ICE building,"" Darling said.']",['Darling'],Rice University
0,4842,1342,"['Chavez, 29, says her husband was in the ICE wing when violence broke out.']",['Chavez'],Rice University
0,4845,1345,"[""But like anything in the age of coronavirus, there's risk in recreation, said Dr. William Schaffner, an infectious disease specialist at Vanderbilt University Medical Center and longtime adviser to the Centers for Disease Control and Prevention.""]",['William Schaffner'],Vanderbilt University
0,4869,1372,"['""I think this is an incredible step in the right direction toward aligning our admissions policy with the broad-based values of the University,"" UC Board of Regents Chair John A. Pérez said.']",['John A. Pérez'],Ulm University
0,4881,1385,"['She didn\'t outline what legal mechanism she would use against Ford, and in an\xa0open letter to Trump\xa0published on Wednesday, she said he had a ""moral"" obligation to wear a mask.']",['Trump'],University of Oxford
0,4882,1386,"['Following Trump\'s tour, she said, ""I think that we\'re going to have to have a very serious conversation with Ford in the event that they permitted the President to be in publicly enclosed places in violation of the order.']",['Trump'],University of Oxford
0,4884,1388,"['... Then we had the plague flow in from China, and now we\'re doing it again,"" Trump said during the listening session at a Ford plant in Michigan, where he sat in front of a banner that read, ""Transition to Greatness.""']",['Trump'],University of Oxford
0,4889,1397,"[""Researchers from the State University of New York at Buffalo and the Roswell Park Comprehensive Cancer Center published the findings last week in the journal Science Advances\n\nThese findings are important for a number of reasons, said Jian Feng, one of the study's authors and a professor of physiology and biophysics at the University at Buffalo.""]",['Jian Feng'],University at Buffalo
0,4895,1403,"['Before the visit, a Ford spokesman said the White House would ""make its own determination"" on whether Trump would wear a mask.']",['Trump'],University of Oxford
0,4920,1430,"['“We did not have enough nurses in the ICU before the pandemic hit and we certainly do not have enough now,” Talisa Hardin, a registered nurse at the University of Chicago Medical Center said at the hearing.']",['Talisa Hardin'],University of Chicago
0,4930,1441,"['She didn\'t outline what legal mechanism she would use against Ford, and in an open letter to Trump published on Wednesday, she said he had a ""moral"" obligation to wear a mask.']",['Trump'],University of Oxford
0,4935,1450,"['A Ford spokesman said the White House would ""make its own determination"" on whether Trump would wear a mask.']",['Trump'],University of Oxford
0,4974,1496,"['Coal is a crucial area for China after Covid\n\n""There will be major pressures in China to stimulate the economy and keep people employed, and China\'s coal industry still a huge employer,"" said Joanna Lewis, associate professor of energy and environment and an expert on China\'s clean energy at Georgetown University.']",['Joanna Lewis'],Georgetown University
0,4975,1498,"['The Arab country of Jordan will impose a nationwide curfew for three days as Covid-19 cases increase, Minister of State for Media Affairs Amjad Adaileh said on Wednesday.']",['Amjad Adaileh'],Pennsylvania State University
0,4979,1502,"['Given what we think we know about the coronavirus, that the rate of infection has slowed but that -- as Dr. Anthony Fauci has said -- another wave of infection is likely later in the year, the goal should be to reopen in late summer -- an approach that colleges like Notre Dame and several others have said recently they are adopting: open school a couple of weeks earlier than usual, cancel fall break to reduce student travel and shorten the term to finish before Thanksgiving.']",['Anthony Fauci'],University of Notre Dame
0,4982,1505,"['""It\'s a little bit like rock and roll -- performers get energy from the crowd,"" said Julian Zelizer, a professor of history and public affairs at Princeton University.']",['Julian Zelizer'],Princeton University
0,4993,1516,"[""Felker said Ford is confident that the infected employees at both plants had the virus before they returned to work because of coronavirus' incubation time.""]",['Felker'],University of Oxford
0,4996,1519,"['“I felt bad because it totally distracted the conversation,” said Wolf, who is pursuing master’s degrees in social work and public health at the University of Georgia.']",['Wolf'],University of Georgia
0,5023,1549,"[""Felker said Ford is confident that the employees had the virus before they returned to work because of coronavirus' incubation time.""]",['Felker'],University of Oxford
0,5024,1550,"['Ford, GM and Fiat Chrysler restart US factories Even the partial-day shutdown of one plant demonstrates how difficult it will be for automakers to resume operations while dealing with the pandemic, said Kristin Dziczek, vice president of industry, labor & economics at the Center for Automotive Research, a Michigan think tank.']",['Kristin Dziczek'],University of Oxford
0,5054,1594,"['""The CDC ... were part of the mistakes with the early problems with testing, and it seemed like after that, they weren\'t trusted as much,"" said James Curran, dean of the Rollins School of Public Health at Emory University and a former CDC official.']",['James Curran'],Emory University
0,5067,1612,"['""From a health perspective it\'s great because people typically will reduce weight without trying so hard,"" said registered dietitian Stella Volpe who chairs the Department of Nutrition Sciences at Drexel University.']",['Stella Volpe'],Drexel University
0,5073,1623,"['At the correctional center, witnesses to the execution were screened with temperature checks and were provided with face covers and hand sanitizer, said Karen Pojmann, communications director for the DOC.']",['Karen Pojmann'],Murdoch University
0,5085,1636,"[""He said Trump had ignored the intelligence community's warnings about the devastating effects of the coronavirus, which has led to more than 1.5 million cases and 91,000 deaths in the United States, according to data from the Johns Hopkins University Center for Systems Science and Engineering.""]",['Trump'],Johns Hopkins University
0,5090,1649,"['Dr. Michael Levin of Imperial College in London, who treated some of the first patients in Britain , said parents may hesitate to bring their children in, but they should.']",['Michael Levin'],Imperial College London
0,5094,1653,"['""Each time the US or the West ramps up its criticism of China, the Chinese government turns back to its long-time, all-weather friendship in Africa,"" says Lina Benabdallah, assistant professor in politics at Wake Forest University, specializing in China-Africa relations.']",['Lina Benabdallah'],Wake Forest University
0,5102,1661,"['Acting Deputy Secretary of Homeland Security Ken Cuccinelli said last month that ICE reviewed its cases to identify people who would be eligible for release, including detainees who are 60 years old and older, those who are pregnant and all people who have ""medical fragility.""']",['Ken Cuccinelli'],Rice University
0,5104,1664,"['""There have been a number of reported cardiac complications associated with the Covid virus and they\'re so varied,"" said Dr. Joseph Brennan, the director of the coronary intensive care unit at Yale University School of Medicine.']",['Joseph Brennan'],Yale University
0,5105,1665,"['""We know that if someone has a stroke, it approximately doubles their risk of getting dementia later in life,"" said Dr. Marion Buckwalter, associate professor of neurology and neurosurgery at Stanford University.']",['Marion Buckwalter'],Stanford University
0,5142,1709,"['Plus, 2020 is still on track to be one of the top five hottest years on record\n\n""I can\'t celebrate a drop in emissions driven by unemployment and forced behavior,"" said Rob Jackson, study co-author and professor in Stanford University\'s Earth Science Systems department.']",['Rob Jackson'],Stanford University
0,5143,1710,"[""Professor Steve Lindsay, a public health entomologist at the UK's Durham University says the first step is collecting human odor samples -- both for people who've tested positive for Covid-19, and people who don't have the disease.""]",['Steve Lindsay'],Durham University
0,5148,1716,"[""Early findings from a study involving more than 500 families in the United Kingdom indicated that two-thirds of families reported stronger sibling relationships and fewer than one in five reported increased conflict, said Claire Hughes, a developmental psychology professor at the University of Cambridge's Centre for Family Research.""]",['Claire Hughes'],University of Cambridge
0,5149,1717,"['You would lose a friendship, but your sibling is there the next day,"" said Laurie Kramer, a professor of applied psychology at Northeastern University.']",['Laurie Kramer'],Northeastern University
0,5151,1719,"[""With our kids' super-scheduled childhoods now on pause, parents can hit reset on the often neglected sibling relationship, Northeastern University's Kramer said.""]",['Kramer'],Northeastern University
